site,date,temp.C,pressure.mmhg,DO.mgl,spc,pH,FNU,PC_RFU,PC,Chl_RFU,Chl,depth.sonde.m,depth.adj
clc,2017-07-18,22.503,731,8.96,392.2,8.53,0.16,-0.778,-0.78,0.238,2.03,NA,4.384
clc,2017-07-18,22.358,730.9,8.55,392.8,8.49,0.38,-0.78,-0.78,0.218,1.93,NA,4.926
clc,2017-07-18,22.357,730.9,8.55,392.9,8.49,0.39,-0.778,-0.78,0.217,1.92,NA,4.926
clc,2017-07-18,22.357,730.9,8.55,392.9,8.49,0.4,-0.786,-0.79,0.215,1.91,NA,4.926
clc,2017-07-18,21.982,731,7.16,397.2,8.3,1.2,-0.783,-0.78,0.23,1.99,NA,5.522
clc,2017-07-18,21.983,731,7.16,397.2,8.3,1.21,-0.786,-0.79,0.231,1.99,NA,5.523
clc,2017-07-18,21.984,731,7.16,397.2,8.3,1.23,-0.793,-0.79,0.237,2.03,NA,5.524
clc,2017-07-18,21.552,731,6,398.7,8.11,1.11,-0.787,-0.79,0.243,2.06,NA,5.938
clc,2017-07-18,21.554,731,6,398.7,8.11,1.12,-0.782,-0.78,0.239,2.04,NA,5.938
clc,2017-07-18,21.556,731,6.01,398.7,8.11,1.12,-0.785,-0.79,0.228,1.98,NA,5.938
clc,2017-07-18,21.393,730.9,5.44,401.4,8.02,1.67,-0.79,-0.79,0.211,1.88,NA,6.525
clc,2017-07-18,21.393,730.9,5.44,401.4,8.02,1.66,-0.79,-0.79,0.213,1.89,NA,6.525
clc,2017-07-18,21.392,730.9,5.43,401.4,8.02,1.66,-0.79,-0.79,0.211,1.88,NA,6.525
clc,2017-07-18,21.141,730.9,4.74,402.2,7.9,1.51,-0.801,-0.8,0.233,2.01,NA,6.972
clc,2017-07-18,21.14,730.9,4.74,402.2,7.9,1.5,-0.802,-0.8,0.234,2.01,NA,6.972
clc,2017-07-18,21.139,730.9,4.73,402.2,7.9,1.52,-0.803,-0.8,0.232,2,NA,6.972
clc,2017-07-18,20.779,730.8,3.65,406.5,7.74,1.67,-0.81,-0.81,0.272,2.22,NA,7.535
clc,2017-07-18,20.781,730.8,3.65,406.5,7.75,1.68,-0.815,-0.81,0.276,2.24,NA,7.535
clc,2017-07-18,20.782,730.9,3.65,406.5,7.75,1.68,-0.808,-0.81,0.275,2.24,NA,7.535
clc,2017-07-18,20.597,730.9,3.08,411.1,7.68,1.55,-0.78,-0.78,0.282,2.28,NA,7.958
clc,2017-07-18,20.598,730.8,3.09,411.1,7.68,1.57,-0.786,-0.79,0.286,2.3,NA,7.957
clc,2017-07-18,20.6,730.9,3.09,411.1,7.68,1.57,-0.784,-0.78,0.29,2.32,NA,7.959
clc,2017-07-18,20.16,730.8,2.66,404.5,7.63,2.17,-0.785,-0.78,0.272,2.22,NA,8.552
clc,2017-07-18,20.158,730.8,2.66,404.5,7.63,2.16,-0.787,-0.79,0.279,2.26,NA,8.553
clc,2017-07-18,20.156,730.9,2.66,404.5,7.63,2.16,-0.788,-0.79,0.278,2.25,NA,8.553
clc,2017-07-18,19.878,730.9,2.52,401.8,7.61,1.61,-0.79,-0.79,0.301,2.38,NA,8.949
clc,2017-07-18,19.877,730.7,2.52,401.8,7.61,1.62,-0.796,-0.8,0.29,2.32,NA,8.95
clc,2017-07-18,19.876,730.8,2.51,401.8,7.61,1.63,-0.802,-0.8,0.289,2.32,NA,8.95
clc,2017-07-18,19.717,730.8,2.53,398.9,7.6,1.66,-0.759,-0.76,0.287,2.3,NA,9.448
clc,2017-07-18,19.717,730.7,2.53,399,7.6,1.69,-0.764,-0.76,0.274,2.23,NA,9.467
clc,2017-07-18,19.717,730.8,2.53,399.1,7.6,1.7,-0.773,-0.77,0.27,2.21,NA,9.48
clc,2017-07-18,19.672,730.7,2.57,396.6,7.6,1.57,-0.767,-0.77,0.311,2.44,NA,9.921
clc,2017-07-18,19.674,730.7,2.57,396.6,7.6,1.57,-0.778,-0.78,0.305,2.4,NA,9.922
clc,2017-07-18,19.676,730.8,2.57,396.5,7.6,1.56,-0.769,-0.77,0.304,2.4,NA,9.922
clc,2017-07-18,19.66,730.8,2.59,396.3,7.6,1.6,-0.786,-0.79,0.284,2.29,NA,9.892
clc,2017-07-18,19.661,730.8,2.59,396.4,7.6,1.61,-0.786,-0.79,0.282,2.28,NA,9.89
clc,2017-07-18,19.661,730.8,2.59,396.4,7.6,1.61,-0.789,-0.79,0.283,2.28,NA,9.889
clc,2017-07-18,19.459,730.7,2.52,390.5,7.59,1.68,-0.79,-0.79,0.288,2.31,NA,10.486
clc,2017-07-18,19.459,730.8,2.53,390.5,7.59,1.68,-0.789,-0.79,0.287,2.31,NA,10.486
clc,2017-07-18,19.459,730.8,2.53,390.5,7.59,1.68,-0.788,-0.79,0.291,2.32,NA,10.486
clc,2017-07-18,19.372,730.8,2.04,402.6,7.57,1.63,-0.77,-0.77,0.317,2.47,NA,10.943
clc,2017-07-18,19.373,730.7,2.04,402.7,7.57,1.64,-0.768,-0.77,0.317,2.47,NA,10.943
clc,2017-07-18,19.373,730.7,2.04,402.7,7.57,1.64,-0.777,-0.78,0.315,2.46,NA,10.942
clc,2017-07-18,19.261,730.7,2.15,395.9,7.57,1.76,-0.763,-0.76,0.285,2.3,NA,11.559
clc,2017-07-18,19.262,730.7,2.15,396,7.57,1.75,-0.768,-0.77,0.289,2.32,NA,11.558
clc,2017-07-18,19.263,730.7,2.15,396.1,7.57,1.75,-0.765,-0.76,0.296,2.35,NA,11.555
clc,2017-07-18,19.187,730.8,2.15,393.3,7.57,1.88,-0.787,-0.79,0.329,2.54,NA,11.968
clc,2017-07-18,19.186,730.8,2.15,393.2,7.57,1.87,-0.788,-0.79,0.327,2.53,NA,11.969
clc,2017-07-18,19.185,730.7,2.15,393.2,7.57,1.9,-0.784,-0.78,0.331,2.55,NA,11.97
clc,2017-07-18,19.103,730.8,2.12,390.5,7.56,2,-0.789,-0.79,0.319,2.48,NA,12.532
clc,2017-07-18,19.103,730.6,2.12,390.5,7.56,2,-0.79,-0.79,0.32,2.49,NA,12.533
clc,2017-07-18,19.103,730.6,2.12,390.6,7.56,2.02,-0.789,-0.79,0.32,2.49,NA,12.533
clc,2017-07-18,19.053,730.7,1.88,390.9,7.55,2.51,-0.784,-0.78,0.319,2.48,NA,12.949
clc,2017-07-18,19.053,730.7,1.88,390.9,7.55,2.48,-0.787,-0.79,0.31,2.43,NA,12.949
clc,2017-07-18,19.053,730.7,1.88,390.9,7.55,2.43,-0.789,-0.79,0.319,2.48,NA,12.949
clc,2017-07-18,19.037,730.7,1.37,412.5,7.54,2.53,-0.779,-0.78,0.308,2.42,NA,13.464
clc,2017-07-18,19.038,730.6,1.37,412.4,7.54,2.55,-0.776,-0.78,0.309,2.43,NA,13.465
clc,2017-07-18,19.038,730.7,1.37,412.4,7.54,2.53,-0.782,-0.78,0.309,2.43,NA,13.465
clc,2017-07-18,18.999,730.8,0.72,420.2,7.51,3.23,-0.763,-0.76,0.297,2.36,NA,13.962
clc,2017-07-18,18.999,730.8,0.73,420.3,7.51,3.24,-0.756,-0.76,0.291,2.33,NA,13.962
clc,2017-07-18,18.999,730.7,0.72,420.4,7.51,3.21,-0.762,-0.76,0.292,2.33,NA,13.962
clc,2017-07-18,18.966,730.7,0.53,422.9,7.51,3.64,-0.771,-0.77,0.309,2.43,NA,14.478
clc,2017-07-18,18.966,730.8,0.53,422.9,7.51,3.74,-0.773,-0.77,0.303,2.39,NA,14.478
clc,2017-07-18,18.966,730.7,0.53,422.9,7.51,3.68,-0.778,-0.78,0.311,2.43,NA,14.478
clc,2017-07-18,18.911,730.7,0.42,423,7.5,4.13,-0.77,-0.77,0.316,2.47,NA,14.966
clc,2017-07-18,18.912,730.7,0.42,423,7.5,4.15,-0.775,-0.77,0.326,2.52,NA,14.966
clc,2017-07-18,18.911,730.7,0.42,423,7.5,4.11,-0.781,-0.78,0.312,2.44,NA,14.966
clc,2017-07-18,18.847,730.7,0.33,423.2,7.5,5.31,-0.754,-0.75,0.33,2.54,NA,15.541
clc,2017-07-18,18.847,730.7,0.32,423.2,7.5,5.34,-0.746,-0.75,0.319,2.48,NA,15.541
clc,2017-07-18,18.846,730.6,0.32,423.2,7.5,5.38,-0.752,-0.75,0.316,2.47,NA,15.541
clc,2017-07-18,18.701,730.6,-0.02,426.8,7.49,9.07,-0.74,-0.74,0.333,2.56,NA,15.976
clc,2017-07-18,18.701,730.6,-0.02,426.8,7.49,9.06,-0.74,-0.74,0.336,2.57,NA,15.976
clc,2017-07-18,18.701,730.7,-0.02,426.8,7.49,9.01,-0.737,-0.74,0.33,2.54,NA,15.977
cle,2017-07-19,20.857,729.9,0.6,519,7.74,27.57,-0.671,-0.67,0.552,3.77,NA,7.443
cle,2017-07-19,20.218,729.9,0.21,478.6,7.66,18.23,-0.721,-0.72,0.448,3.19,NA,7.915
cle,2017-07-19,20.218,729.9,0.21,478.6,7.66,18.07,-0.725,-0.73,0.442,3.16,NA,7.916
cle,2017-07-19,20.217,729.9,0.2,478.5,7.66,17.99,-0.725,-0.73,0.445,3.18,NA,7.916
cle,2017-07-19,19.976,729.8,0.03,492.2,7.66,20.53,-0.705,-0.71,0.47,3.31,NA,8.505
cle,2017-07-19,19.976,729.8,0.02,492.3,7.66,20.27,-0.696,-0.7,0.469,3.31,NA,8.506
cle,2017-07-19,19.976,729.9,0.02,492.3,7.66,20.19,-0.694,-0.69,0.475,3.35,NA,8.506
cle,2017-07-19,24.622,729.9,16.21,387.7,9.1,18.42,3.371,3.37,0.888,5.62,NA,0.15
cle,2017-07-19,24.624,730,16.22,387.7,9.1,14.13,3.554,3.55,0.877,5.56,NA,0.15
cle,2017-07-19,24.626,730,16.23,387.8,9.1,15.41,3.512,3.51,0.859,5.47,NA,0.15
cle,2017-07-19,24.262,730,15.79,388.7,9.04,60.25,2.483,2.48,1.136,6.99,NA,0.562
cle,2017-07-19,24.262,730,15.79,388.8,9.04,19.6,2.173,2.17,1.141,7.02,NA,0.562
cle,2017-07-19,24.261,730,15.79,388.8,9.04,24.13,2.158,2.16,1.153,7.09,NA,0.563
cle,2017-07-19,24.284,730,15.74,389.2,9.05,24.39,2.062,2.06,1.75,10.38,NA,0.565
cle,2017-07-19,24.28,730,15.74,389.2,9.05,21.59,2.195,2.2,1.221,7.46,NA,0.565
cle,2017-07-19,24.275,730,15.73,389.3,9.05,10.48,2.501,2.5,1.569,9.38,NA,0.565
cle,2017-07-19,24.127,729.9,15.07,390.6,9,12.48,3.515,3.52,1.124,6.93,NA,0.938
cle,2017-07-19,24.128,730,15.06,390.5,9,12.27,0.37,0.37,1.123,6.92,NA,0.938
cle,2017-07-19,24.129,729.9,15.06,390.5,9,12.29,0.758,0.76,1.129,6.96,NA,0.938
cle,2017-07-19,24.049,730,14.57,393.3,8.96,7.15,1.239,1.24,0.645,4.28,NA,1.469
cle,2017-07-19,24.048,730,14.57,393.3,8.96,7.47,1.242,1.24,0.663,4.38,NA,1.468
cle,2017-07-19,24.047,730,14.57,393.3,8.96,7.4,1.238,1.24,0.655,4.34,NA,1.468
cle,2017-07-19,24.025,729.9,14.53,392.2,8.95,7.33,1.118,1.12,0.56,3.81,NA,1.928
cle,2017-07-19,24.025,730,14.53,392.2,8.95,7.16,1.04,1.04,0.564,3.83,NA,1.928
cle,2017-07-19,24.025,730,14.53,392.2,8.95,7.65,1.061,1.06,0.577,3.91,NA,1.928
cle,2017-07-19,24.004,729.9,14.46,392.3,8.94,7.56,1.009,1.01,0.531,3.65,NA,2.49
cle,2017-07-19,24.004,730,14.46,392.3,8.94,7.59,0.972,0.97,0.543,3.72,NA,2.49
cle,2017-07-19,24.003,730,14.46,392.3,8.94,7.71,0.962,0.96,0.558,3.8,NA,2.49
cle,2017-07-19,24,729.9,14.34,392.3,8.93,6.15,0.702,0.7,0.461,3.27,NA,2.954
cle,2017-07-19,24,729.9,14.34,392.3,8.93,6.1,0.695,0.7,0.493,3.44,NA,2.95
cle,2017-07-19,24,730,14.33,392.3,8.93,6.75,0.71,0.71,0.529,3.64,NA,2.942
cle,2017-07-19,23.742,729.9,12.73,397.1,8.83,2.62,-0.453,-0.45,0.306,2.41,NA,3.368
cle,2017-07-19,23.743,729.9,12.77,397,8.83,2.55,-0.474,-0.47,0.311,2.44,NA,3.368
cle,2017-07-19,23.744,729.9,12.8,396.7,8.84,2.55,-0.464,-0.46,0.306,2.41,NA,3.368
cle,2017-07-19,22.735,729.9,7.77,435.8,8.39,1.16,-0.689,-0.69,0.397,2.91,NA,3.952
cle,2017-07-19,22.734,729.8,7.77,435.9,8.39,1.17,-0.687,-0.69,0.409,2.98,NA,3.952
cle,2017-07-19,22.733,729.8,7.78,436.1,8.39,1.18,-0.672,-0.67,0.395,2.9,NA,3.952
cle,2017-07-19,22.504,729.8,7.06,436.1,8.32,1.93,-0.721,-0.72,0.344,2.62,NA,4.495
cle,2017-07-19,22.505,729.8,7.06,436.9,8.32,1.94,-0.712,-0.71,0.356,2.68,NA,4.495
cle,2017-07-19,22.506,729.9,7.05,438.1,8.32,1.96,-0.713,-0.71,0.354,2.68,NA,4.495
cle,2017-07-19,22.279,729.8,5.73,453.2,8.14,3.77,-0.724,-0.72,0.308,2.42,NA,4.994
cle,2017-07-19,22.279,729.8,5.74,453.2,8.14,3.72,-0.732,-0.73,0.304,2.4,NA,4.994
cle,2017-07-19,22.279,729.9,5.74,453.1,8.14,3.71,-0.733,-0.73,0.306,2.41,NA,4.994
cle,2017-07-19,22.227,729.8,5.39,468,8.1,5.48,-0.736,-0.74,0.363,2.73,NA,5.507
cle,2017-07-19,22.228,729.9,5.39,468,8.1,5.47,-0.738,-0.74,0.38,2.82,NA,5.507
cle,2017-07-19,22.228,729.9,5.39,468,8.1,5.47,-0.732,-0.73,0.38,2.82,NA,5.507
cle,2017-07-19,22.132,729.8,4.97,482,8.04,6.02,-0.726,-0.73,0.4,2.93,NA,5.975
cle,2017-07-19,22.132,729.7,4.96,481.8,8.04,6.03,-0.731,-0.73,0.43,3.09,NA,5.975
cle,2017-07-19,22.131,729.7,4.96,481.5,8.04,5.97,-0.743,-0.74,0.427,3.08,NA,5.975
cle,2017-07-19,21.647,729.7,3.04,521,7.88,17.42,-0.691,-0.69,0.507,3.52,NA,6.885
cle,2017-07-19,21.647,729.9,3.04,522,7.88,17.51,-0.697,-0.7,0.509,3.53,NA,6.886
cle,2017-07-19,21.647,729.7,3.05,522,7.88,17.48,-0.7,-0.7,0.504,3.51,NA,6.887
cle,2017-07-19,20.855,729.9,0.59,519,7.74,27.59,-0.673,-0.67,0.539,3.7,NA,7.443
cle,2017-07-19,20.856,729.7,0.59,520,7.74,27.52,-0.674,-0.67,0.549,3.75,NA,7.443
clw,2017-07-19,19.474,730,1.12,407.3,7.48,8.59,-0.756,-0.76,0.301,2.38,NA,9.992
clw,2017-07-19,19.475,730,1.12,407.3,7.48,8.59,-0.757,-0.76,0.301,2.38,NA,9.992
clw,2017-07-19,19.475,730,1.12,407.3,7.48,8.58,-0.751,-0.75,0.305,2.4,NA,9.992
clw,2017-07-19,19.198,729.9,0.62,410.8,7.46,10.19,-0.763,-0.76,0.333,2.56,NA,10.525
clw,2017-07-19,19.201,730,0.62,410.8,7.46,10.21,-0.755,-0.75,0.338,2.59,NA,10.524
clw,2017-07-19,19.203,730,0.63,410.8,7.46,10.18,-0.743,-0.74,0.334,2.56,NA,10.524
clw,2017-07-19,22.745,729.9,10.89,389.4,8.73,6.56,0.416,0.42,0.636,4.23,NA,0.044
clw,2017-07-19,22.744,729.8,10.88,389.5,8.73,6.37,0.444,0.44,0.619,4.14,NA,0.044
clw,2017-07-19,22.744,729.8,10.88,389.5,8.73,5.95,0.345,0.34,0.642,4.26,NA,0.044
clw,2017-07-19,22.746,729.9,10.96,389.4,8.73,7.71,0.858,0.86,0.721,4.7,NA,0.536
clw,2017-07-19,22.747,729.9,10.97,389.4,8.73,7.4,0.789,0.79,0.719,4.69,NA,0.535
clw,2017-07-19,22.747,729.9,10.97,389.4,8.73,7.17,0.753,0.75,0.725,4.72,NA,0.535
clw,2017-07-19,22.726,729.7,10.73,390.2,8.7,4.09,0.186,0.19,0.657,4.35,NA,0.896
clw,2017-07-19,22.726,729.8,10.72,390.3,8.7,4.1,0.231,0.23,0.65,4.31,NA,0.896
clw,2017-07-19,22.725,729.8,10.71,390.3,8.7,4.11,0.201,0.2,0.664,4.38,NA,0.897
clw,2017-07-19,22.714,729.7,10.63,390.5,8.69,4.17,0.379,0.38,0.604,4.05,NA,1.478
clw,2017-07-19,22.714,729.7,10.63,390.5,8.69,4.34,0.424,0.42,0.621,4.15,NA,1.479
clw,2017-07-19,22.714,729.8,10.63,390.4,8.69,4.51,0.514,0.51,0.642,4.27,NA,1.479
clw,2017-07-19,22.669,729.8,10.16,391.7,8.64,2.38,-0.162,-0.16,0.682,4.48,NA,1.92
clw,2017-07-19,22.671,729.8,10.16,391.7,8.64,2.48,-0.178,-0.18,0.675,4.45,NA,1.92
clw,2017-07-19,22.671,729.8,10.17,391.7,8.64,2.48,-0.168,-0.17,0.671,4.42,NA,1.919
clw,2017-07-19,22.566,729.8,9.4,394.6,8.58,1.48,-0.491,-0.49,0.545,3.73,NA,2.43
clw,2017-07-19,22.564,729.7,9.39,394.6,8.58,1.5,-0.49,-0.49,0.481,3.37,NA,2.43
clw,2017-07-19,22.563,729.8,9.39,394.6,8.58,1.5,-0.559,-0.56,0.486,3.4,NA,2.43
clw,2017-07-19,22.485,729.9,8.76,396.1,8.51,0.92,-0.714,-0.71,0.353,2.67,NA,2.43
clw,2017-07-19,22.487,729.8,8.77,396.1,8.51,0.95,-0.716,-0.72,0.366,2.74,NA,2.43
clw,2017-07-19,22.488,729.9,8.78,396,8.51,0.95,-0.695,-0.69,0.382,2.83,NA,2.43
clw,2017-07-19,22.329,729.9,8.14,397.4,8.43,1.13,-0.801,-0.8,0.258,2.15,NA,2.961
clw,2017-07-19,22.329,729.9,8.14,397.4,8.43,1.12,-0.802,-0.8,0.263,2.17,NA,2.961
clw,2017-07-19,22.329,729.9,8.14,397.4,8.43,1.11,-0.798,-0.8,0.281,2.27,NA,2.961
clw,2017-07-19,22.184,729.8,8.07,395.6,8.42,1.52,-0.763,-0.76,0.334,2.56,NA,3.4
clw,2017-07-19,22.184,729.9,8.08,395.6,8.42,1.52,-0.767,-0.77,0.326,2.52,NA,3.4
clw,2017-07-19,22.184,729.9,8.08,395.5,8.42,1.52,-0.77,-0.77,0.329,2.53,NA,3.399
clw,2017-07-19,22.081,729.9,8.31,394.2,8.44,0.72,-0.779,-0.78,0.342,2.61,NA,3.914
clw,2017-07-19,22.081,729.9,8.31,394.2,8.44,0.72,-0.784,-0.78,0.341,2.6,NA,3.913
clw,2017-07-19,22.08,730,8.31,394.3,8.44,0.72,-0.782,-0.78,0.322,2.5,NA,3.913
clw,2017-07-19,22.043,730,7.96,394.7,8.41,0.69,-0.771,-0.77,0.356,2.69,NA,3.933
clw,2017-07-19,21.862,730,6.83,397.2,8.25,1.07,-0.77,-0.77,0.288,2.31,NA,4.434
clw,2017-07-19,21.862,730,6.84,397.2,8.25,1.08,-0.766,-0.77,0.296,2.35,NA,4.434
clw,2017-07-19,21.862,730,6.84,397.2,8.25,1.09,-0.772,-0.77,0.288,2.31,NA,4.434
clw,2017-07-19,21.791,729.9,6.66,397.1,8.23,1.21,-0.791,-0.79,0.28,2.27,NA,4.951
clw,2017-07-19,21.791,729.8,6.66,397.1,8.23,1.19,-0.79,-0.79,0.286,2.3,NA,4.952
clw,2017-07-19,21.791,730,6.66,397.1,8.23,1.17,-0.788,-0.79,0.281,2.27,NA,4.952
clw,2017-07-19,21.706,729.9,6.47,397.8,8.19,1.83,-0.784,-0.78,0.262,2.17,NA,5.385
clw,2017-07-19,21.705,729.9,6.47,397.8,8.19,1.82,-0.788,-0.79,0.264,2.18,NA,5.385
clw,2017-07-19,21.704,730,6.46,397.9,8.19,1.82,-0.785,-0.79,0.273,2.23,NA,5.385
clw,2017-07-19,21.512,730,5.91,399.1,8.09,3.3,-0.796,-0.8,0.266,2.19,NA,5.958
clw,2017-07-19,21.516,730,5.92,399.1,8.09,3.29,-0.8,-0.8,0.264,2.18,NA,5.958
clw,2017-07-19,21.52,730,5.93,399.1,8.09,3.32,-0.803,-0.8,0.268,2.2,NA,5.959
clw,2017-07-19,21.417,729.9,5.45,401.6,8,7.04,-0.789,-0.79,0.269,2.21,NA,6.419
clw,2017-07-19,21.416,730,5.44,401.6,8,7.03,-0.791,-0.79,0.269,2.2,NA,6.419
clw,2017-07-19,21.415,729.9,5.44,401.6,8,7.06,-0.793,-0.79,0.272,2.22,NA,6.418
clw,2017-07-19,21.207,730,4.73,403,7.9,9.02,-0.779,-0.78,0.295,2.35,NA,6.907
clw,2017-07-19,21.208,730,4.73,403,7.9,8.91,-0.781,-0.78,0.293,2.34,NA,6.907
clw,2017-07-19,21.209,730,4.74,403,7.9,8.74,-0.778,-0.78,0.299,2.37,NA,6.908
clw,2017-07-19,20.753,730,2.93,403.4,7.67,8.31,-0.759,-0.76,0.332,2.55,NA,7.499
clw,2017-07-19,20.752,730,2.93,403.4,7.67,8.29,-0.758,-0.76,0.317,2.47,NA,7.5
clw,2017-07-19,20.752,730,2.93,403.4,7.67,8.28,-0.764,-0.76,0.323,2.51,NA,7.5
clw,2017-07-19,20.527,729.9,2.8,404.5,7.64,8.21,-0.757,-0.76,0.356,2.68,NA,7.98
clw,2017-07-19,20.528,730,2.8,404.5,7.64,8.22,-0.755,-0.75,0.366,2.74,NA,7.98
clw,2017-07-19,20.53,729.9,2.8,404.6,7.64,8.24,-0.745,-0.75,0.361,2.71,NA,7.98
clw,2017-07-19,20.318,730,2.11,403.6,7.58,8.69,-0.756,-0.76,0.332,2.55,NA,8.384
clw,2017-07-19,20.318,729.9,2.11,403.6,7.58,8.65,-0.76,-0.76,0.328,2.53,NA,8.384
clw,2017-07-19,20.318,730,2.11,403.6,7.58,8.62,-0.758,-0.76,0.327,2.53,NA,8.384
clw,2017-07-19,20.01,730,1.92,404.9,7.54,12.08,-0.756,-0.76,0.321,2.49,NA,8.966
clw,2017-07-19,20.011,730,1.92,404.9,7.54,12.04,-0.748,-0.75,0.317,2.47,NA,8.966
clw,2017-07-19,20.012,730,1.91,404.9,7.54,11.94,-0.747,-0.75,0.334,2.56,NA,8.966
clw,2017-07-19,19.816,730,1.83,406.2,7.52,9.21,-0.75,-0.75,0.333,2.56,NA,9.523
clw,2017-07-19,19.817,730,1.83,406.2,7.52,9.16,-0.748,-0.75,0.347,2.64,NA,9.523
clw,2017-07-19,19.817,730,1.84,406.2,7.52,9.18,-0.751,-0.75,0.34,2.6,NA,9.522
clc,2017-07-25,19.204,733.6,-0.02,417.2,7.57,6.16,-0.741,-0.74,0.332,1.33,NA,14.949
clc,2017-07-25,19.03,733.6,-0.03,416.8,7.56,7.27,-0.725,-0.73,0.346,1.38,NA,15.506
clc,2017-07-25,19.029,733.6,-0.03,416.7,7.56,7.37,-0.727,-0.73,0.343,1.37,NA,15.508
clc,2017-07-25,19.029,733.6,-0.03,416.3,7.56,7.37,-0.729,-0.73,0.34,1.36,NA,15.509
clc,2017-07-25,18.919,733.6,-0.04,422.1,7.56,9.65,-0.722,-0.72,0.348,1.39,NA,16.076
clc,2017-07-25,18.919,733.6,-0.04,422.1,7.56,9.65,-0.719,-0.72,0.343,1.37,NA,16.076
clc,2017-07-25,23.78,733.5,10.38,384.6,8.83,7.66,0.647,0.65,0.324,1.3,NA,0.092
clc,2017-07-25,23.779,733.5,10.38,384.6,8.83,7.55,0.634,0.63,0.338,1.35,NA,0.092
clc,2017-07-25,23.777,733.6,10.38,384.6,8.83,8.3,0.633,0.63,0.337,1.35,NA,0.092
clc,2017-07-25,23.211,733.5,10.55,383.7,8.82,8.66,0.926,0.93,0.503,2.01,NA,0.66
clc,2017-07-25,23.205,733.4,10.55,383.7,8.82,8.66,0.9,0.9,0.485,1.94,NA,0.661
clc,2017-07-25,23.2,733.5,10.55,383.7,8.82,8.6,0.854,0.85,0.48,1.92,NA,0.661
clc,2017-07-25,22.625,733.5,10.72,383,8.82,8.55,1.19,1.19,0.717,2.87,NA,0.998
clc,2017-07-25,22.621,733.5,10.73,383,8.82,8.08,1.242,1.24,0.694,2.78,NA,0.999
clc,2017-07-25,22.619,733.6,10.73,383.1,8.82,8.03,1.162,1.16,0.697,2.79,NA,0.999
clc,2017-07-25,22.374,733.4,9.89,384.4,8.75,7.5,0.629,0.63,0.599,2.4,NA,1.479
clc,2017-07-25,22.377,733.4,9.91,384.4,8.76,8.45,0.723,0.72,0.589,2.35,NA,1.477
clc,2017-07-25,22.38,733.3,9.92,384.4,8.76,8.42,0.808,0.81,0.607,2.43,NA,1.476
clc,2017-07-25,22.284,733.3,9.64,384.8,8.74,7.68,0.767,0.77,0.565,2.26,NA,1.997
clc,2017-07-25,22.284,733.3,9.63,384.8,8.74,7.63,0.692,0.69,0.542,2.17,NA,1.997
clc,2017-07-25,22.284,733.4,9.63,384.8,8.74,7.93,0.701,0.7,0.539,2.16,NA,1.997
clc,2017-07-25,22.248,733.3,9.24,385.9,8.7,7.07,0.31,0.31,0.46,1.84,NA,2.568
clc,2017-07-25,22.249,733.3,9.24,385.9,8.7,7.06,0.287,0.29,0.459,1.84,NA,2.569
clc,2017-07-25,22.249,733.3,9.24,385.9,8.7,7.05,0.292,0.29,0.462,1.85,NA,2.569
clc,2017-07-25,22.245,733.3,9.2,386.1,8.7,6.88,0.288,0.29,0.469,1.88,NA,2.989
clc,2017-07-25,22.245,733.3,9.2,386.1,8.7,7.2,0.292,0.29,0.483,1.93,NA,2.989
clc,2017-07-25,22.245,733.3,9.21,386.1,8.7,7.02,0.284,0.28,0.477,1.91,NA,2.989
clc,2017-07-25,22.242,733.3,9.18,386.4,8.7,7.42,0.303,0.3,0.487,1.95,NA,2.992
clc,2017-07-25,22.242,733.3,9.18,386.5,8.7,7.67,0.305,0.31,0.49,1.96,NA,2.992
clc,2017-07-25,22.241,733.3,9.18,386.5,8.7,7.75,0.31,0.31,0.502,2.01,NA,2.992
clc,2017-07-25,22.236,733.3,9.11,386.8,8.69,6.29,0.119,0.12,0.452,1.81,NA,3.521
clc,2017-07-25,22.236,733.3,9.11,386.8,8.69,6.3,0.116,0.12,0.466,1.87,NA,3.521
clc,2017-07-25,22.235,733.3,9.11,386.9,8.69,6.13,0.137,0.14,0.454,1.82,NA,3.521
clc,2017-07-25,22.23,733.3,9.04,387.3,8.68,5.43,0.084,0.08,0.449,1.8,NA,4.025
clc,2017-07-25,22.23,733.4,9.04,387.3,8.68,5.49,0.073,0.07,0.455,1.82,NA,4.025
clc,2017-07-25,22.23,733.3,9.04,387.3,8.68,5.55,0.07,0.07,0.452,1.81,NA,4.025
clc,2017-07-25,22.228,733.4,9.02,387.4,8.68,5.34,-0.01,-0.01,0.398,1.59,NA,4.488
clc,2017-07-25,22.228,733.4,9.02,387.4,8.68,5.3,0.005,0.01,0.421,1.68,NA,4.488
clc,2017-07-25,22.228,733.4,9.02,387.4,8.68,5.43,-0.009,-0.01,0.435,1.74,NA,4.488
clc,2017-07-25,22.221,733.3,8.95,387.7,8.67,5.08,-0.085,-0.09,0.409,1.63,NA,5.037
clc,2017-07-25,22.221,733.5,8.95,387.7,8.67,5.2,-0.085,-0.09,0.41,1.64,NA,5.036
clc,2017-07-25,22.222,733.4,8.95,387.7,8.67,5.02,-0.079,-0.08,0.415,1.66,NA,5.036
clc,2017-07-25,22.21,733.3,8.9,388,8.66,4.3,-0.244,-0.24,0.379,1.51,NA,5.337
clc,2017-07-25,22.211,733.3,8.9,388,8.66,4.41,-0.258,-0.26,0.386,1.54,NA,5.337
