site,date,temp.C,pressure.mmhg,DO.mgl,spc,pH,FNU,PC_RFU,PC,Chl_RFU,Chl,depth.sonde.m,depth.adj
clc,2017-06-21,21.23,NA,7.8,NA,8.36,NA,NA,NA,NA,0.74,NA,0
clc,2017-06-21,21.26,NA,7.8,NA,8.36,NA,NA,NA,NA,0.8,NA,0.25
clc,2017-06-21,21.24,NA,7.8,NA,8.36,NA,NA,NA,NA,0.86,NA,0.5
clc,2017-06-21,21.24,NA,7.8,NA,8.36,NA,NA,NA,NA,0.64,NA,0.75
clc,2017-06-21,21.26,NA,7.8,NA,8.37,NA,NA,NA,NA,0.81,NA,1
clc,2017-06-21,21.25,NA,7.8,NA,8.37,NA,NA,NA,NA,0.87,NA,1.25
clc,2017-06-21,21.22,NA,7.79,NA,8.37,NA,NA,NA,NA,0.9,NA,1.5
clc,2017-06-21,21.24,NA,7.8,NA,8.36,NA,NA,NA,NA,0.93,NA,1.75
clc,2017-06-21,21.24,NA,7.8,NA,8.36,NA,NA,NA,NA,0.95,NA,2
clc,2017-06-21,21.23,NA,7.79,NA,8.36,NA,NA,NA,NA,1,NA,2.25
clc,2017-06-21,21.2,NA,7.78,NA,8.36,NA,NA,NA,NA,0.95,NA,2.5
clc,2017-06-21,21.2,NA,7.78,NA,8.38,NA,NA,NA,NA,0.94,NA,2.75
clc,2017-06-21,21.19,NA,7.78,NA,8.38,NA,NA,NA,NA,1,NA,3
clc,2017-06-21,21.95,NA,7.77,NA,8.36,NA,NA,NA,NA,0.83,NA,3.25
clc,2017-06-21,21.2,NA,7.77,NA,8.36,NA,NA,NA,NA,0.95,NA,3.5
clc,2017-06-21,21.19,NA,7.77,NA,8.36,NA,NA,NA,NA,0.94,NA,3.75
clc,2017-06-21,21.2,NA,7.77,NA,8.36,NA,NA,NA,NA,0.86,NA,4
clc,2017-06-21,21.18,NA,7.77,NA,8.36,NA,NA,NA,NA,0.9,NA,4.25
clc,2017-06-21,21.19,NA,7.76,NA,8.36,NA,NA,NA,NA,0.95,NA,4.5
clc,2017-06-21,21.19,NA,7.76,NA,8.36,NA,NA,NA,NA,0.95,NA,4.75
clc,2017-06-21,21.19,NA,7.76,NA,8.35,NA,NA,NA,NA,0.98,NA,5
clc,2017-06-21,21.19,NA,7.75,NA,8.36,NA,NA,NA,NA,1.02,NA,5.25
clc,2017-06-21,21.19,NA,7.75,NA,8.36,NA,NA,NA,NA,0.91,NA,5.5
clc,2017-06-21,21.18,NA,7.75,NA,8.36,NA,NA,NA,NA,1.01,NA,5.75
clc,2017-06-21,21.19,NA,7.75,NA,8.36,NA,NA,NA,NA,1.13,NA,6
clc,2017-06-21,21.13,NA,7.74,NA,8.36,NA,NA,NA,NA,0.9,NA,6.25
clc,2017-06-21,21.08,NA,7.7,NA,8.35,NA,NA,NA,NA,0.45,NA,6.5
clc,2017-06-21,21.07,NA,7.69,NA,8.35,NA,NA,NA,NA,0.4,NA,6.75
clc,2017-06-21,21.06,NA,7.68,NA,8.35,NA,NA,NA,NA,0.38,NA,7
clc,2017-06-21,20.99,NA,7.59,NA,8.34,NA,NA,NA,NA,0.21,NA,7.25
clc,2017-06-21,18.57,NA,6.18,NA,8.17,NA,NA,NA,NA,0.28,NA,7.5
clc,2017-06-21,18.06,NA,6.12,NA,8.16,NA,NA,NA,NA,0.28,NA,7.75
clc,2017-06-21,17.55,NA,6.01,NA,8.14,NA,NA,NA,NA,0.26,NA,8
clc,2017-06-21,16.9,NA,5.96,NA,8.13,NA,NA,NA,NA,0.25,NA,8.25
clc,2017-06-21,16.61,NA,5.98,NA,8.13,NA,NA,NA,NA,0.27,NA,8.5
clc,2017-06-21,16.43,NA,5.9,NA,8.12,NA,NA,NA,NA,0.29,NA,8.75
clc,2017-06-21,16.09,NA,6.08,NA,8.13,NA,NA,NA,NA,0.4,NA,9
clc,2017-06-21,15.85,NA,6.11,NA,8.14,NA,NA,NA,NA,0.4,NA,9.25
clc,2017-06-21,15.69,NA,6.14,NA,8.14,NA,NA,NA,NA,0.45,NA,9.5
clc,2017-06-21,15.57,NA,6.19,NA,8.15,NA,NA,NA,NA,0.38,NA,9.75
clc,2017-06-21,15.5,NA,5.88,NA,8.11,NA,NA,NA,NA,0.41,NA,10
clc,2017-06-21,15.39,NA,6.05,NA,8.12,NA,NA,NA,NA,0.41,NA,10.25
clc,2017-06-21,15.26,NA,6.11,NA,8.13,NA,NA,NA,NA,0.35,NA,10.5
clc,2017-06-21,15.09,NA,6.21,NA,8.14,NA,NA,NA,NA,0.37,NA,10.75
clc,2017-06-21,15.05,NA,5.84,NA,8.11,NA,NA,NA,NA,0.46,NA,11
clc,2017-06-21,14.94,NA,6.06,NA,8.13,NA,NA,NA,NA,0.45,NA,11.25
clc,2017-06-21,14.82,NA,5.88,NA,8.11,NA,NA,NA,NA,0.41,NA,11.5
clc,2017-06-21,14.77,NA,5.87,NA,8.11,NA,NA,NA,NA,0.47,NA,11.75
clc,2017-06-21,14.67,NA,5.78,NA,8.09,NA,NA,NA,NA,0.47,NA,12
clc,2017-06-21,14.62,NA,5.83,NA,8.1,NA,NA,NA,NA,0.5,NA,12.25
clc,2017-06-21,14.51,NA,5.73,NA,8.09,NA,NA,NA,NA,0.52,NA,12.5
clc,2017-06-21,14.44,NA,5.75,NA,8.09,NA,NA,NA,NA,0.6,NA,12.75
clc,2017-06-21,14.35,NA,5.68,NA,8.08,NA,NA,NA,NA,0.51,NA,13
clc,2017-06-21,14.28,NA,5.79,NA,8.09,NA,NA,NA,NA,0.5,NA,13.25
clc,2017-06-21,14.17,NA,5.61,NA,8.07,NA,NA,NA,NA,0.5,NA,13.5
clc,2017-06-21,14.04,NA,5.44,NA,8.05,NA,NA,NA,NA,0.5,NA,13.75
clc,2017-06-21,13.85,NA,5.33,NA,8.03,NA,NA,NA,NA,0.55,NA,14
clc,2017-06-21,13.74,NA,5.25,NA,8.02,NA,NA,NA,NA,0.6,NA,14.25
clc,2017-06-21,13.67,NA,5.18,NA,8.01,NA,NA,NA,NA,0.63,NA,14.5
clc,2017-06-21,13.51,NA,5.03,NA,8,NA,NA,NA,NA,0.67,NA,14.75
clc,2017-06-21,13.4,NA,5.02,NA,7.99,NA,NA,NA,NA,0.65,NA,15
clc,2017-06-21,13.36,NA,4.87,NA,7.98,NA,NA,NA,NA,0.55,NA,15.25
clc,2017-06-21,13.32,NA,4.39,NA,7.93,NA,NA,NA,NA,0.63,NA,15.5
clc,2017-06-21,13.25,NA,4.09,NA,7.9,NA,NA,NA,NA,0.75,NA,15.75
clc,2017-06-21,13.16,NA,4.1,NA,7.9,NA,NA,NA,NA,0.6,NA,16
clc,2017-06-21,13.1,NA,3.89,NA,7.88,NA,NA,NA,NA,0.7,NA,16.25
clc,2017-06-21,13.04,NA,3.9,NA,7.88,NA,NA,NA,NA,0.68,NA,16.5
clc,2017-06-21,12.97,NA,4,NA,7.89,NA,NA,NA,NA,0.65,NA,16.75
clc,2017-07-05,22.771,732.2,7.98,384.8,8.13,2.49,-0.819,-0.82,0.234,2.01,NA,0
clc,2017-07-05,22.771,732.3,7.98,384.7,8.13,2.49,-0.819,-0.82,0.233,2.01,NA,0
clc,2017-07-05,22.77,732.2,7.98,384.7,8.13,2.5,-0.813,-0.81,0.237,2.03,NA,0
clc,2017-07-05,22.034,732.3,7.91,384.3,8.11,2.59,-0.769,-0.77,0.43,3.09,NA,0.37
clc,2017-07-05,22.039,732.3,7.91,384.3,8.11,2.58,-0.762,-0.76,0.421,3.04,NA,0.37
clc,2017-07-05,22.044,732.4,7.92,384.4,8.11,2.58,-0.766,-0.77,0.401,2.94,NA,0.37
clc,2017-07-05,21.456,732.3,7.98,383.7,8.12,2.32,-0.517,-0.52,1.178,7.23,NA,0.836
clc,2017-07-05,21.46,732.3,7.98,383.7,8.12,2.33,-0.519,-0.52,1.159,7.12,NA,0.836
clc,2017-07-05,21.463,732.3,7.98,383.8,8.12,2.35,-0.52,-0.52,1.142,7.03,NA,0.835
clc,2017-07-05,21.228,732.4,7.53,383.9,8.06,2.8,-0.513,-0.51,1.016,6.33,NA,1.399
clc,2017-07-05,21.228,732.3,7.53,383.9,8.06,2.81,-0.522,-0.52,1.016,6.33,NA,1.398
clc,2017-07-05,21.228,732.3,7.53,383.9,8.06,2.81,-0.518,-0.52,1.1,6.79,NA,1.396
clc,2017-07-05,21.2,732.4,7.48,383.9,8.05,2.96,-0.528,-0.53,1.057,6.55,NA,1.722
clc,2017-07-05,21.199,732.4,7.48,383.9,8.05,2.98,-0.524,-0.52,1.043,6.48,NA,1.737
clc,2017-07-05,21.199,732.4,7.48,383.9,8.05,2.97,-0.527,-0.53,1.04,6.46,NA,1.747
clc,2017-07-05,21.017,732.3,7.11,384.2,8.01,2.95,-0.743,-0.74,0.406,2.96,NA,2.331
clc,2017-07-05,21.017,732.4,7.11,384.2,8.01,2.94,-0.738,-0.74,0.398,2.92,NA,2.331
clc,2017-07-05,21.016,732.3,7.11,384.2,8.01,2.95,-0.731,-0.73,0.399,2.92,NA,2.332
clc,2017-07-05,20.885,732.1,7,384.4,8,3.35,-0.778,-0.78,0.294,2.35,NA,2.806
clc,2017-07-05,20.885,732.3,7,384.4,8,3.33,-0.781,-0.78,0.302,2.39,NA,2.807
clc,2017-07-05,20.885,732.2,7,384.4,8,3.34,-0.782,-0.78,0.3,2.37,NA,2.807
clc,2017-07-05,20.807,732.3,6.71,384.3,7.97,3.75,-0.78,-0.78,0.295,2.35,NA,3.32
clc,2017-07-05,20.806,732.3,6.7,384.2,7.97,3.75,-0.782,-0.78,0.292,2.33,NA,3.32
clc,2017-07-05,20.806,732.3,6.7,384.2,7.97,3.78,-0.783,-0.78,0.279,2.26,NA,3.321
clc,2017-07-05,20.503,732.2,6.34,384.6,7.93,4.18,-0.778,-0.78,0.282,2.28,NA,3.819
clc,2017-07-05,20.501,732.3,6.34,384.6,7.93,4.19,-0.781,-0.78,0.29,2.32,NA,3.819
clc,2017-07-05,20.498,732.3,6.33,384.6,7.93,4.2,-0.779,-0.78,0.285,2.3,NA,3.819
clc,2017-07-05,20.357,732.3,6.28,385,7.91,4.57,-0.793,-0.79,0.294,2.34,NA,4.322
clc,2017-07-05,20.357,732.2,6.28,385,7.91,4.56,-0.793,-0.79,0.29,2.32,NA,4.332
clc,2017-07-05,20.357,732.1,6.28,385,7.91,4.52,-0.786,-0.79,0.287,2.31,NA,4.349
clc,2017-07-05,20.305,732.3,6.24,384.2,7.9,6.52,-0.766,-0.77,0.286,2.3,NA,4.816
clc,2017-07-05,20.305,732.3,6.24,384.2,7.9,6.52,-0.767,-0.77,0.283,2.28,NA,4.816
clc,2017-07-05,20.305,732.2,6.24,384.2,7.9,6.56,-0.76,-0.76,0.278,2.26,NA,4.815
clc,2017-07-05,20.242,732.1,6.12,384.4,7.89,6.96,-0.768,-0.77,0.283,2.28,NA,5.36
clc,2017-07-05,20.241,732.2,6.12,384.3,7.89,7.04,-0.772,-0.77,0.288,2.31,NA,5.36
clc,2017-07-05,20.241,732.1,6.12,384.3,7.89,7.06,-0.773,-0.77,0.289,2.32,NA,5.36
clc,2017-07-05,20.198,732.1,6.01,385.9,7.88,5.71,-0.767,-0.77,0.32,2.48,NA,5.806
clc,2017-07-05,20.199,732.2,6.01,385.9,7.88,5.74,-0.763,-0.76,0.311,2.44,NA,5.806
clc,2017-07-05,20.2,732.2,6.01,385.9,7.88,5.75,-0.757,-0.76,0.313,2.45,NA,5.806
clc,2017-07-05,20.176,732.1,5.98,385.8,7.88,5.61,-0.765,-0.77,0.298,2.37,NA,6.37
clc,2017-07-05,20.176,732.1,5.98,385.8,7.88,5.6,-0.77,-0.77,0.303,2.39,NA,6.37
clc,2017-07-05,20.176,732.2,5.98,385.8,7.88,5.61,-0.77,-0.77,0.305,2.4,NA,6.37
clc,2017-07-05,20.161,732.1,5.96,386,7.88,6.44,-0.755,-0.76,0.288,2.31,NA,6.832
clc,2017-07-05,20.161,732.1,5.96,385.9,7.88,6.44,-0.757,-0.76,0.291,2.33,NA,6.832
clc,2017-07-05,20.161,732.3,5.96,385.9,7.88,6.44,-0.766,-0.77,0.293,2.34,NA,6.831
clc,2017-07-05,19.986,732.1,5.68,385.5,7.86,5.82,-0.781,-0.78,0.316,2.46,NA,7.791
clc,2017-07-05,19.987,732.1,5.68,385.5,7.86,5.81,-0.783,-0.78,0.312,2.44,NA,7.791
clc,2017-07-05,19.987,732.2,5.68,385.5,7.86,5.79,-0.784,-0.78,0.314,2.45,NA,7.791
clc,2017-07-05,19.762,732.2,5.37,384.8,7.82,6.81,-0.778,-0.78,0.302,2.39,NA,8.426
clc,2017-07-05,19.761,732.2,5.37,384.8,7.82,6.79,-0.775,-0.77,0.292,2.33,NA,8.427
clc,2017-07-05,19.761,732.2,5.37,384.8,7.82,6.76,-0.775,-0.77,0.292,2.33,NA,8.427
clc,2017-07-05,19.609,732.1,5.14,383.7,7.8,6.84,-0.748,-0.75,0.317,2.47,NA,8.826
clc,2017-07-05,19.608,732.1,5.14,383.7,7.8,6.87,-0.742,-0.74,0.319,2.48,NA,8.826
clc,2017-07-05,19.607,732.2,5.13,383.7,7.8,6.89,-0.748,-0.75,0.311,2.44,NA,8.826
clc,2017-07-05,19.257,732.3,4.66,383.7,7.75,7.54,-0.752,-0.75,0.363,2.73,NA,9.345
clc,2017-07-05,19.259,732.3,4.66,383.6,7.75,7.54,-0.751,-0.75,0.364,2.73,NA,9.344
clc,2017-07-05,19.26,732.3,4.66,383.6,7.75,7.51,-0.748,-0.75,0.359,2.7,NA,9.345
clc,2017-07-05,19.204,732.3,4.57,384.2,7.74,7.57,-0.787,-0.79,0.336,2.58,NA,9.796
clc,2017-07-05,19.204,732.2,4.56,384.2,7.74,7.56,-0.785,-0.79,0.331,2.55,NA,9.804
clc,2017-07-05,19.203,732.2,4.56,384.2,7.74,7.57,-0.782,-0.78,0.327,2.53,NA,9.808
clc,2017-07-05,19.154,732.2,4.52,383,7.74,6.66,-0.772,-0.77,0.338,2.59,NA,10.336
clc,2017-07-05,19.154,732.4,4.52,383,7.74,6.69,-0.772,-0.77,0.341,2.6,NA,10.337
clc,2017-07-05,19.154,732.2,4.52,383,7.74,6.68,-0.766,-0.77,0.33,2.54,NA,10.337
clc,2017-07-05,19.021,732.3,4.25,384,7.71,7.51,-0.74,-0.74,0.347,2.64,NA,10.828
clc,2017-07-05,19.02,732.3,4.25,384,7.71,7.52,-0.739,-0.74,0.344,2.62,NA,10.828
clc,2017-07-05,19.02,732.3,4.25,384,7.71,7.51,-0.74,-0.74,0.35,2.65,NA,10.828
clc,2017-07-05,18.932,732.1,4.02,387.6,7.69,8.52,-0.763,-0.76,0.347,2.63,NA,11.443
clc,2017-07-05,18.932,732.3,4.02,387.6,7.69,8.5,-0.762,-0.76,0.349,2.65,NA,11.444
clc,2017-07-05,18.931,732.3,4.02,387.6,7.69,8.47,-0.762,-0.76,0.344,2.62,NA,11.444
clc,2017-07-05,18.867,732.1,3.86,394.9,7.68,9.74,-0.769,-0.77,0.372,2.77,NA,11.854
clc,2017-07-05,18.867,732.2,3.86,394.8,7.68,9.8,-0.764,-0.76,0.374,2.78,NA,11.854
clc,2017-07-05,18.867,732.1,3.86,394.8,7.68,9.82,-0.761,-0.76,0.377,2.8,NA,11.853
clc,2017-07-05,18.8,732.2,3.72,396.1,7.67,11.35,-0.733,-0.73,0.379,2.81,NA,12.437
clc,2017-07-05,18.8,732.2,3.72,396.1,7.67,11.42,-0.733,-0.73,0.379,2.81,NA,12.435
clc,2017-07-05,18.8,732.2,3.71,396.2,7.67,11.43,-0.735,-0.73,0.38,2.82,NA,12.433
clc,2017-07-05,18.758,732.1,3.56,403.7,7.66,12.51,-0.717,-0.72,0.406,2.96,NA,12.769
clc,2017-07-05,18.757,732.1,3.56,403.7,7.66,12.47,-0.723,-0.72,0.395,2.9,NA,12.786
clc,2017-07-05,18.757,732.1,3.56,403.7,7.66,12.4,-0.732,-0.73,0.393,2.89,NA,12.804
clc,2017-07-05,18.687,732.1,3.26,407.3,7.64,14.35,-0.746,-0.75,0.413,3,NA,13.386
clc,2017-07-05,18.687,732.2,3.26,407.3,7.64,14.32,-0.753,-0.75,0.412,3,NA,13.385
clc,2017-07-05,18.687,732.2,3.26,407.2,7.64,14.29,-0.766,-0.77,0.41,2.98,NA,13.384
clc,2017-07-05,18.62,732.2,3.07,411,7.63,16.67,-0.699,-0.7,0.411,2.99,NA,13.815
clc,2017-07-05,18.62,732.1,3.07,411,7.63,16.66,-0.697,-0.7,0.408,2.97,NA,13.816
clc,2017-07-05,18.62,732.2,3.07,411,7.63,16.65,-0.691,-0.69,0.412,2.99,NA,13.818
clc,2017-07-05,18.497,732.3,2.63,415.4,7.61,21.94,-0.715,-0.71,0.427,3.08,NA,14.354
clc,2017-07-05,18.497,732.3,2.62,415.4,7.61,21.91,-0.715,-0.71,0.424,3.06,NA,14.354
clc,2017-07-05,18.496,732.2,2.62,415.4,7.61,21.9,-0.719,-0.72,0.421,3.04,NA,14.354
clc,2017-07-05,18.515,732.2,2.23,426.1,7.59,24.87,-0.723,-0.72,0.414,3.01,NA,14.894
clc,2017-07-05,18.515,732.1,2.23,426.1,7.59,24.92,-0.719,-0.72,0.404,2.95,NA,14.895
clc,2017-07-05,18.516,732.1,2.23,426.3,7.59,24.91,-0.718,-0.72,0.411,2.99,NA,14.895
clc,2017-07-05,18.521,732.1,2.08,441.5,7.6,26.53,-0.69,-0.69,0.414,3,NA,15.397
clc,2017-07-05,18.522,732.1,2.08,441.4,7.6,26.49,-0.698,-0.7,0.41,2.99,NA,15.399
clc,2017-07-05,18.522,732.1,2.08,441.4,7.6,26.45,-0.7,-0.7,0.411,2.99,NA,15.4
clc,2017-07-05,18.492,732.2,1.93,453.6,7.6,29.24,-0.688,-0.69,0.443,3.17,NA,15.859
clc,2017-07-05,18.492,732.1,1.93,453.6,7.6,29.2,-0.684,-0.68,0.446,3.18,NA,15.859
clc,2017-07-05,18.492,732.1,1.93,453.6,7.6,29.36,-0.685,-0.69,0.445,3.18,NA,15.861
clc,2017-07-05,18.394,732.1,1.56,464.4,7.59,31.4,-0.701,-0.7,0.472,3.32,NA,16.34
clc,2017-07-05,18.394,732.1,1.55,464.3,7.59,31.35,-0.703,-0.7,0.466,3.29,NA,16.354
clc,2017-07-05,18.394,732.1,1.55,464.1,7.59,31.15,-0.706,-0.71,0.466,3.29,NA,16.358
clc,2017-07-05,17.836,732.2,0.37,442,7.54,47.97,-0.629,-0.63,0.526,3.63,NA,16.845
clc,2017-07-05,17.835,732.2,0.37,442.1,7.54,47.95,-0.636,-0.64,0.527,3.63,NA,16.847
clc,2017-07-05,17.834,732.2,0.36,442.1,7.54,48.02,-0.631,-0.63,0.528,3.64,NA,16.849
cle,2017-07-05,21.825,732.9,12.63,421.2,8.68,3.77,-0.127,-0.13,3.836,21.9,NA,1.161
cle,2017-07-05,21.825,732.9,12.63,421.1,8.68,3.78,-0.124,-0.12,4.867,27.59,NA,1.16
cle,2017-07-05,22.03,732.9,13.58,418.3,8.73,5.73,1.069,1.07,15.144,84.33,NA,0.827
cle,2017-07-05,22.035,733,13.6,418.2,8.74,5.74,1.122,1.12,11.89,66.37,NA,0.827
cle,2017-07-05,22.042,733,13.62,418.1,8.74,5.72,1.179,1.18,13.016,72.59,NA,0.826
cle,2017-07-05,22.548,733,15.14,415,8.84,4.35,0.596,0.6,6.015,33.93,NA,0.543
cle,2017-07-05,22.552,732.9,15.15,415,8.84,4.35,0.589,0.59,7.651,42.96,NA,0.543
cle,2017-07-05,22.556,733,15.17,414.9,8.84,4.32,0.594,0.59,7.604,42.7,NA,0.542
cle,2017-07-05,22.831,733,14.68,412.6,8.84,2.52,-0.088,-0.09,3.544,20.29,NA,0
cle,2017-07-05,22.825,733.1,14.66,412.6,8.84,2.56,-0.056,-0.06,3.597,20.58,NA,0
cle,2017-07-05,22.821,733.1,14.65,412.6,8.84,2.55,-0.036,-0.04,3.56,20.37,NA,0
cle,2017-07-05,22.589,733,15.11,413.3,8.83,3.51,0.349,0.35,4.759,27,NA,0.323
cle,2017-07-05,22.603,733,15.13,413.2,8.83,3.44,0.337,0.34,4.571,25.96,NA,0.322
cle,2017-07-05,22.618,733,15.16,413.2,8.83,3.39,0.324,0.32,4.475,25.43,NA,0.322
cle,2017-07-05,21.967,733,13.85,418.6,8.74,5.67,2.933,2.93,16.305,90.75,NA,0.814
cle,2017-07-05,21.968,733,13.86,418.6,8.74,5.66,2.827,2.83,21.339,118.54,NA,0.814
cle,2017-07-05,21.968,733,13.87,418.6,8.74,5.59,2.763,2.76,19.901,110.6,NA,0.814
cle,2017-07-05,21.747,732.9,12.31,419.2,8.6,2.42,-0.328,-0.33,2.699,15.62,NA,1.386
cle,2017-07-05,21.747,733,12.31,419.2,8.6,2.43,-0.323,-0.32,2.72,15.74,NA,1.386
cle,2017-07-05,21.746,733,12.31,419.2,8.6,2.43,-0.325,-0.32,2.764,15.98,NA,1.386
cle,2017-07-05,21.657,733,11.5,419,8.54,2.32,-0.41,-0.41,2.302,13.43,NA,1.806
cle,2017-07-05,21.657,733,11.49,419,8.53,2.31,-0.406,-0.41,2.255,13.17,NA,1.806
cle,2017-07-05,21.656,733,11.49,418.9,8.53,2.33,-0.405,-0.41,2.228,13.02,NA,1.806
cle,2017-07-05,21.34,733,8.06,400.5,8.12,1.98,-0.649,-0.65,1.001,6.25,NA,2.815
cle,2017-07-05,21.34,733.1,8.06,400.5,8.12,1.98,-0.647,-0.65,0.97,6.07,NA,2.815
cle,2017-07-05,21.341,733.1,8.07,400.6,8.12,1.99,-0.651,-0.65,0.968,6.06,NA,2.815
cle,2017-07-05,21.329,732.9,8,399.7,8.1,1.97,-0.664,-0.66,0.832,5.32,NA,2.81
cle,2017-07-05,21.329,733,8,399.7,8.1,1.95,-0.664,-0.66,0.844,5.38,NA,2.811
cle,2017-07-05,21.329,733,8,399.8,8.1,1.93,-0.664,-0.66,0.851,5.42,NA,2.811
cle,2017-07-05,21.202,733,7.51,399.3,8.03,2.27,-0.697,-0.7,0.612,4.1,NA,3.416
cle,2017-07-05,21.203,733,7.51,399.3,8.03,2.29,-0.699,-0.7,0.617,4.12,NA,3.415
cle,2017-07-05,21.203,733,7.51,399.3,8.03,2.29,-0.7,-0.7,0.619,4.14,NA,3.413
cle,2017-07-05,21.015,733,6.97,400.6,7.96,2.9,-0.701,-0.7,0.557,3.79,NA,3.84
cle,2017-07-05,21.015,733,6.97,400.6,7.96,2.92,-0.696,-0.7,0.565,3.84,NA,3.84
cle,2017-07-05,21.015,733,6.97,400.6,7.96,2.92,-0.703,-0.7,0.567,3.85,NA,3.839
cle,2017-07-05,20.885,733,6.6,415.3,7.91,3.67,-0.715,-0.71,0.555,3.78,NA,4.38
cle,2017-07-05,20.886,733,6.6,415.3,7.91,3.69,-0.718,-0.72,0.555,3.79,NA,4.379
cle,2017-07-05,20.886,733,6.6,415.3,7.91,3.68,-0.721,-0.72,0.557,3.8,NA,4.379
cle,2017-07-05,20.84,733,6.51,418.5,7.9,4.23,-0.754,-0.75,0.47,3.32,NA,4.816
cle,2017-07-05,20.84,733,6.51,418.5,7.9,4.24,-0.755,-0.75,0.466,3.29,NA,4.816
cle,2017-07-05,20.84,733,6.51,418.5,7.9,4.2,-0.753,-0.75,0.454,3.23,NA,4.817
cle,2017-07-05,20.819,733,6.54,434.6,7.91,5.03,-0.735,-0.74,0.524,3.61,NA,5.43
cle,2017-07-05,20.819,733,6.54,434.6,7.91,5.01,-0.737,-0.74,0.516,3.57,NA,5.43
cle,2017-07-05,20.819,733,6.54,434.6,7.91,5.04,-0.743,-0.74,0.501,3.49,NA,5.43
cle,2017-07-05,20.827,733,6.52,450.5,7.92,6.38,-0.727,-0.73,0.626,4.18,NA,5.836
cle,2017-07-05,20.827,733,6.52,450.4,7.92,6.38,-0.722,-0.72,0.644,4.27,NA,5.836
cle,2017-07-05,20.827,733,6.52,450.3,7.92,6.43,-0.721,-0.72,0.649,4.31,NA,5.835
cle,2017-07-05,20.806,733,6.42,462.6,7.91,10.74,-0.731,-0.73,0.598,4.02,NA,6.435
cle,2017-07-05,20.806,733,6.42,462.2,7.91,10.77,-0.727,-0.73,0.595,4,NA,6.435
cle,2017-07-05,20.806,733,6.42,461.9,7.91,10.75,-0.725,-0.73,0.596,4.01,NA,6.435
cle,2017-07-05,20.761,733,6.59,496.3,7.93,11.34,-0.734,-0.73,0.784,5.05,NA,6.882
cle,2017-07-05,20.761,732.9,6.59,496.3,7.93,11.36,-0.737,-0.74,0.772,4.98,NA,6.881
cle,2017-07-05,20.761,732.9,6.59,496.2,7.93,11.39,-0.734,-0.73,0.776,5,NA,6.881
cle,2017-07-05,20.474,733,6.44,532,7.94,18.42,-0.693,-0.69,1.004,6.27,NA,7.434
cle,2017-07-05,20.473,733,6.44,531,7.94,18.39,-0.687,-0.69,1.023,6.37,NA,7.434
cle,2017-07-05,20.473,733,6.43,531,7.94,18.35,-0.683,-0.68,1.033,6.42,NA,7.434
cle,2017-07-05,20.323,733,6.02,540,7.92,25.32,-0.639,-0.64,0.976,6.11,NA,7.879
cle,2017-07-05,20.323,733,6.02,540,7.92,25.24,-0.647,-0.65,0.968,6.07,NA,7.879
cle,2017-07-05,20.323,733,6.02,540,7.92,25.17,-0.642,-0.64,0.963,6.04,NA,7.879
cle,2017-07-05,19.947,733,5.04,576,7.85,56.23,-0.584,-0.58,0.93,5.86,NA,8.37
cle,2017-07-05,19.947,733,5.04,576,7.85,56.59,-0.586,-0.59,0.931,5.86,NA,8.369
cle,2017-07-05,19.947,733,5.04,576,7.85,56.64,-0.588,-0.59,0.935,5.88,NA,8.369
cle,2017-07-05,19.825,733,4.51,583,7.8,132.17,-0.35,-0.35,1.319,8,NA,8.728
cle,2017-07-05,19.825,733,4.5,583,7.8,366.99,-0.324,-0.32,1.383,8.35,NA,8.728
cle,2017-07-05,19.824,733,4.5,583,7.8,125.6,-0.303,-0.3,1.418,8.55,NA,8.732
cle,2017-07-05,21.726,732.9,11.79,419.4,8.58,3.84,-0.24,-0.24,4.277,24.34,NA,1.401
cle,2017-07-05,21.727,732.9,11.8,419.3,8.58,3.86,-0.238,-0.24,3.785,21.62,NA,1.401
cle,2017-07-05,21.727,732.9,11.8,419.3,8.58,3.8,-0.239,-0.24,4.178,23.79,NA,1.401
cle,2017-07-05,21.825,732.9,12.63,421.2,8.68,3.76,-0.13,-0.13,3.452,19.78,NA,1.161
cle,2017-07-11,20.362,726.6,2.91,451,7.59,4.34,-0.762,-0.76,0.417,3.02,NA,6.384
cle,2017-07-11,20.363,726.7,2.91,451.1,7.59,4.37,-0.762,-0.76,0.425,3.07,NA,6.384
cle,2017-07-11,20.147,726.6,2.82,448.6,7.57,5.32,-0.787,-0.79,0.422,3.05,NA,6.834
cle,2017-07-11,20.147,726.6,2.82,448.6,7.57,5.38,-0.782,-0.78,0.417,3.02,NA,6.834
cle,2017-07-11,20.146,726.7,2.82,448.6,7.57,5.49,-0.775,-0.77,0.42,3.04,NA,6.834
cle,2017-07-11,19.967,726.6,1.99,458.2,7.52,8.12,-0.785,-0.78,0.412,2.99,NA,7.385
cle,2017-07-11,19.967,726.6,1.99,458.3,7.52,8.17,-0.779,-0.78,0.414,3.01,NA,7.385
cle,2017-07-11,19.967,726.6,1.99,458.4,7.52,8.24,-0.776,-0.78,0.416,3.02,NA,7.385
cle,2017-07-11,19.778,726.6,1.06,469.4,7.49,12.38,-0.775,-0.78,0.422,3.05,NA,7.867
cle,2017-07-11,19.778,726.6,1.06,469.4,7.49,12.39,-0.767,-0.77,0.431,3.1,NA,7.867
cle,2017-07-11,19.778,726.6,1.06,469.4,7.49,12.3,-0.773,-0.77,0.438,3.14,NA,7.867
